sku,tienda,fecha_predicha,semana_a_futuro,prediccion_ARIMA
HM000083,TIENDA007,2025-02-09,7,3.24
HM000083,TIENDA007,2025-02-16,8,3.24
HM000083,TIENDA008,2024-12-29,1,1.81
HM000083,TIENDA008,2025-01-05,2,2.16
HM000083,TIENDA008,2025-01-12,3,2.03
HM000083,TIENDA008,2025-01-19,4,2.08
HM000083,TIENDA008,2025-01-26,5,2.06
HM000083,TIENDA008,2025-02-02,6,2.07
HM000083,TIENDA008,2025-02-09,7,2.07
HM000083,TIENDA008,2025-02-16,8,2.07
HM000083,TIENDA009,2024-12-29,1,1.56
HM000083,TIENDA009,2025-01-05,2,1.56
HM000083,TIENDA009,2025-01-12,3,1.56
HM000083,TIENDA009,2025-01-19,4,1.56
HM000083,TIENDA009,2025-01-26,5,1.56
HM000083,TIENDA009,2025-02-02,6,1.56
HM000083,TIENDA009,2025-02-09,7,1.56
HM000083,TIENDA009,2025-02-16,8,1.56
HM000083,TIENDA010,2024-12-29,1,1.68
HM000083,TIENDA010,2025-01-05,2,1.65
HM000083,TIENDA010,2025-01-12,3,1.64
HM000083,TIENDA010,2025-01-19,4,1.64
HM000083,TIENDA010,2025-01-26,5,1.64
HM000083,TIENDA010,2025-02-02,6,1.64
HM000083,TIENDA010,2025-02-09,7,1.64
HM000083,TIENDA010,2025-02-16,8,1.64
HM000084,TIENDA001,2024-12-29,1,1.52
HM000084,TIENDA001,2025-01-05,2,1.53
HM000084,TIENDA001,2025-01-12,3,1.53
HM000084,TIENDA001,2025-01-19,4,1.53
HM000084,TIENDA001,2025-01-26,5,1.53
HM000084,TIENDA001,2025-02-02,6,1.53
HM000084,TIENDA001,2025-02-09,7,1.53
HM000084,TIENDA001,2025-02-16,8,1.53
HM000084,TIENDA002,2024-12-29,1,1.5
HM000084,TIENDA002,2025-01-05,2,1.45
HM000084,TIENDA002,2025-01-12,3,1.46
HM000084,TIENDA002,2025-01-19,4,1.46
HM000084,TIENDA002,2025-01-26,5,1.46
HM000084,TIENDA002,2025-02-02,6,1.46
HM000084,TIENDA002,2025-02-09,7,1.46
HM000084,TIENDA002,2025-02-16,8,1.46
HM000084,TIENDA003,2024-12-29,1,1.57
HM000084,TIENDA003,2025-01-05,2,1.37
HM000084,TIENDA003,2025-01-12,3,1.31
HM000084,TIENDA003,2025-01-19,4,1.29
HM000084,TIENDA003,2025-01-26,5,1.28
HM000084,TIENDA003,2025-02-02,6,1.28
HM000084,TIENDA003,2025-02-09,7,1.28
HM000084,TIENDA003,2025-02-16,8,1.28
HM000084,TIENDA004,2024-12-29,1,1.48
HM000084,TIENDA004,2025-01-05,2,1.46
HM000084,TIENDA004,2025-01-12,3,1.46
HM000084,TIENDA004,2025-01-19,4,1.46
HM000084,TIENDA004,2025-01-26,5,1.46
HM000084,TIENDA004,2025-02-02,6,1.46
HM000084,TIENDA004,2025-02-09,7,1.46
HM000084,TIENDA004,2025-02-16,8,1.46
HM000084,TIENDA005,2024-12-29,1,1.38
HM000084,TIENDA005,2025-01-05,2,1.43
HM000084,TIENDA005,2025-01-12,3,1.44
HM000084,TIENDA005,2025-01-19,4,1.45
HM000084,TIENDA005,2025-01-26,5,1.45
HM000084,TIENDA005,2025-02-02,6,1.45
HM000084,TIENDA005,2025-02-09,7,1.45
HM000084,TIENDA005,2025-02-16,8,1.45
HM000084,TIENDA006,2024-12-29,1,1.19
HM000084,TIENDA006,2025-01-05,2,1.5
HM000084,TIENDA006,2025-01-12,3,1.43
HM000084,TIENDA006,2025-01-19,4,1.45
HM000084,TIENDA006,2025-01-26,5,1.45
HM000084,TIENDA006,2025-02-02,6,1.45
HM000084,TIENDA006,2025-02-09,7,1.45
HM000084,TIENDA006,2025-02-16,8,1.45
HM000084,TIENDA007,2024-12-29,1,1.06
HM000084,TIENDA007,2025-01-05,2,1.21
HM000084,TIENDA007,2025-01-12,3,1.18
HM000084,TIENDA007,2025-01-19,4,1.18
HM000084,TIENDA007,2025-01-26,5,1.18
HM000084,TIENDA007,2025-02-02,6,1.18
HM000084,TIENDA007,2025-02-09,7,1.18
HM000084,TIENDA007,2025-02-16,8,1.18
HM000084,TIENDA008,2024-12-29,1,1.28
HM000084,TIENDA008,2025-01-05,2,1.58
HM000084,TIENDA008,2025-01-12,3,1.51
HM000084,TIENDA008,2025-01-19,4,1.53
HM000084,TIENDA008,2025-01-26,5,1.53
HM000084,TIENDA008,2025-02-02,6,1.53
HM000084,TIENDA008,2025-02-09,7,1.53
HM000084,TIENDA008,2025-02-16,8,1.53
HM000084,TIENDA009,2024-12-29,1,1.55
HM000084,TIENDA009,2025-01-05,2,1.62
HM000084,TIENDA009,2025-01-12,3,1.61
HM000084,TIENDA009,2025-01-19,4,1.61
HM000084,TIENDA009,2025-01-26,5,1.61
HM000084,TIENDA009,2025-02-02,6,1.61
HM000084,TIENDA009,2025-02-09,7,1.61
HM000084,TIENDA009,2025-02-16,8,1.61
HM000084,TIENDA010,2024-12-29,1,1.76
HM000084,TIENDA010,2025-01-05,2,1.76
HM000084,TIENDA010,2025-01-12,3,1.76
HM000084,TIENDA010,2025-01-19,4,1.76
HM000084,TIENDA010,2025-01-26,5,1.76
HM000084,TIENDA010,2025-02-02,6,1.76
HM000084,TIENDA010,2025-02-09,7,1.76
HM000084,TIENDA010,2025-02-16,8,1.76
HM000085,TIENDA001,2024-12-29,1,1.47
HM000085,TIENDA001,2025-01-05,2,1.4
HM000085,TIENDA001,2025-01-12,3,1.41
HM000085,TIENDA001,2025-01-19,4,1.41
HM000085,TIENDA001,2025-01-26,5,1.41
HM000085,TIENDA001,2025-02-02,6,1.41
HM000085,TIENDA001,2025-02-09,7,1.41
HM000085,TIENDA001,2025-02-16,8,1.41
HM000085,TIENDA002,2024-12-29,1,1.24
HM000085,TIENDA002,2025-01-05,2,1.4
HM000085,TIENDA002,2025-01-12,3,1.37
HM000085,TIENDA002,2025-01-19,4,1.38
HM000085,TIENDA002,2025-01-26,5,1.37
HM000085,TIENDA002,2025-02-02,6,1.37
HM000085,TIENDA002,2025-02-09,7,1.37
HM000085,TIENDA002,2025-02-16,8,1.37
HM000085,TIENDA003,2024-12-29,1,1.24
HM000085,TIENDA003,2025-01-05,2,1.24
HM000085,TIENDA003,2025-01-12,3,1.24
HM000085,TIENDA003,2025-01-19,4,1.24
HM000085,TIENDA003,2025-01-26,5,1.24
HM000085,TIENDA003,2025-02-02,6,1.24
HM000085,TIENDA003,2025-02-09,7,1.24
HM000085,TIENDA003,2025-02-16,8,1.24
HM000085,TIENDA004,2024-12-29,1,1.63
HM000085,TIENDA004,2025-01-05,2,1.6
HM000085,TIENDA004,2025-01-12,3,1.6
HM000085,TIENDA004,2025-01-19,4,1.6
HM000085,TIENDA004,2025-01-26,5,1.6
HM000085,TIENDA004,2025-02-02,6,1.6
HM000085,TIENDA004,2025-02-09,7,1.6
HM000085,TIENDA004,2025-02-16,8,1.6
HM000085,TIENDA005,2024-12-29,1,1.79
HM000085,TIENDA005,2025-01-05,2,1.63
HM000085,TIENDA005,2025-01-12,3,1.65
HM000085,TIENDA005,2025-01-19,4,1.65
HM000085,TIENDA005,2025-01-26,5,1.65
HM000085,TIENDA005,2025-02-02,6,1.65
HM000085,TIENDA005,2025-02-09,7,1.65
HM000085,TIENDA005,2025-02-16,8,1.65
HM000085,TIENDA006,2024-12-29,1,1.34
HM000085,TIENDA006,2025-01-05,2,1.36
HM000085,TIENDA006,2025-01-12,3,1.36
HM000085,TIENDA006,2025-01-19,4,1.36
HM000085,TIENDA006,2025-01-26,5,1.36
HM000085,TIENDA006,2025-02-02,6,1.36
HM000085,TIENDA006,2025-02-09,7,1.36
HM000085,TIENDA006,2025-02-16,8,1.36
HM000085,TIENDA007,2024-12-29,1,1.37
HM000085,TIENDA007,2025-01-05,2,1.39
HM000085,TIENDA007,2025-01-12,3,1.39
HM000085,TIENDA007,2025-01-19,4,1.39
HM000085,TIENDA007,2025-01-26,5,1.39
HM000085,TIENDA007,2025-02-02,6,1.39
HM000085,TIENDA007,2025-02-09,7,1.39
HM000085,TIENDA007,2025-02-16,8,1.39
HM000085,TIENDA008,2024-12-29,1,1.41
HM000085,TIENDA008,2025-01-05,2,1.49
HM000085,TIENDA008,2025-01-12,3,1.48
HM000085,TIENDA008,2025-01-19,4,1.48
HM000085,TIENDA008,2025-01-26,5,1.48
HM000085,TIENDA008,2025-02-02,6,1.48
HM000085,TIENDA008,2025-02-09,7,1.48
HM000085,TIENDA008,2025-02-16,8,1.48
HM000085,TIENDA009,2024-12-29,1,1.39
HM000085,TIENDA009,2025-01-05,2,1.43
HM000085,TIENDA009,2025-01-12,3,1.43
HM000085,TIENDA009,2025-01-19,4,1.43
HM000085,TIENDA009,2025-01-26,5,1.43
HM000085,TIENDA009,2025-02-02,6,1.43
HM000085,TIENDA009,2025-02-09,7,1.43
HM000085,TIENDA009,2025-02-16,8,1.43
HM000085,TIENDA010,2024-12-29,1,2.0
HM000085,TIENDA010,2025-01-05,2,1.55
HM000085,TIENDA010,2025-01-12,3,1.65
HM000085,TIENDA010,2025-01-19,4,1.63
HM000085,TIENDA010,2025-01-26,5,1.63
HM000085,TIENDA010,2025-02-02,6,1.63
HM000085,TIENDA010,2025-02-09,7,1.63
HM000085,TIENDA010,2025-02-16,8,1.63
HM000086,TIENDA001,2024-12-29,1,1.6
HM000086,TIENDA001,2025-01-05,2,1.79
HM000086,TIENDA001,2025-01-12,3,1.81
HM000086,TIENDA001,2025-01-19,4,1.82
HM000086,TIENDA001,2025-01-26,5,1.82
HM000086,TIENDA001,2025-02-02,6,1.82
HM000086,TIENDA001,2025-02-09,7,1.82
HM000086,TIENDA001,2025-02-16,8,1.82
HM000086,TIENDA002,2024-12-29,1,1.63
HM000086,TIENDA002,2025-01-05,2,1.63
HM000086,TIENDA002,2025-01-12,3,1.63
HM000086,TIENDA002,2025-01-19,4,1.63
HM000086,TIENDA002,2025-01-26,5,1.63
HM000086,TIENDA002,2025-02-02,6,1.63
HM000086,TIENDA002,2025-02-09,7,1.63
HM000086,TIENDA002,2025-02-16,8,1.63
HM000086,TIENDA003,2024-12-29,1,1.39
HM000086,TIENDA003,2025-01-05,2,1.71
HM000086,TIENDA003,2025-01-12,3,1.63
HM000086,TIENDA003,2025-01-19,4,1.65
HM000086,TIENDA003,2025-01-26,5,1.64
HM000086,TIENDA003,2025-02-02,6,1.65
HM000086,TIENDA003,2025-02-09,7,1.65
HM000086,TIENDA003,2025-02-16,8,1.65
HM000086,TIENDA004,2024-12-29,1,1.72
HM000086,TIENDA004,2025-01-05,2,1.51
HM000086,TIENDA004,2025-01-12,3,1.54
HM000086,TIENDA004,2025-01-19,4,1.54
HM000086,TIENDA004,2025-01-26,5,1.54
HM000086,TIENDA004,2025-02-02,6,1.54
HM000086,TIENDA004,2025-02-09,7,1.54
HM000086,TIENDA004,2025-02-16,8,1.54
HM000086,TIENDA005,2024-12-29,1,1.59
HM000086,TIENDA005,2025-01-05,2,1.67
HM000086,TIENDA005,2025-01-12,3,1.67
HM000086,TIENDA005,2025-01-19,4,1.67
HM000086,TIENDA005,2025-01-26,5,1.67
HM000086,TIENDA005,2025-02-02,6,1.67
HM000086,TIENDA005,2025-02-09,7,1.67
HM000086,TIENDA005,2025-02-16,8,1.67
HM000086,TIENDA006,2024-12-29,1,1.32
HM000086,TIENDA006,2025-01-05,2,1.34
HM000086,TIENDA006,2025-01-12,3,1.34
HM000086,TIENDA006,2025-01-19,4,1.34
HM000086,TIENDA006,2025-01-26,5,1.34
HM000086,TIENDA006,2025-02-02,6,1.34
HM000086,TIENDA006,2025-02-09,7,1.34
HM000086,TIENDA006,2025-02-16,8,1.34
HM000086,TIENDA007,2024-12-29,1,1.45
HM000086,TIENDA007,2025-01-05,2,1.56
HM000086,TIENDA007,2025-01-12,3,1.54
HM000086,TIENDA007,2025-01-19,4,1.54
HM000086,TIENDA007,2025-01-26,5,1.54
HM000086,TIENDA007,2025-02-02,6,1.54
HM000086,TIENDA007,2025-02-09,7,1.54
HM000086,TIENDA007,2025-02-16,8,1.54
HM000086,TIENDA008,2024-12-29,1,1.64
HM000086,TIENDA008,2025-01-05,2,1.61
HM000086,TIENDA008,2025-01-12,3,1.6
HM000086,TIENDA008,2025-01-19,4,1.6
HM000086,TIENDA008,2025-01-26,5,1.6
HM000086,TIENDA008,2025-02-02,6,1.6
HM000086,TIENDA008,2025-02-09,7,1.6
HM000086,TIENDA008,2025-02-16,8,1.6
HM000086,TIENDA009,2024-12-29,1,1.75
HM000086,TIENDA009,2025-01-05,2,1.61
HM000086,TIENDA009,2025-01-12,3,1.63
HM000086,TIENDA009,2025-01-19,4,1.63
HM000086,TIENDA009,2025-01-26,5,1.63
HM000086,TIENDA009,2025-02-02,6,1.63
HM000086,TIENDA009,2025-02-09,7,1.63
HM000086,TIENDA009,2025-02-16,8,1.63
HM000086,TIENDA010,2024-12-29,1,1.74
HM000086,TIENDA010,2025-01-05,2,1.65
HM000086,TIENDA010,2025-01-12,3,1.65
HM000086,TIENDA010,2025-01-19,4,1.65
HM000086,TIENDA010,2025-01-26,5,1.65
HM000086,TIENDA010,2025-02-02,6,1.65
HM000086,TIENDA010,2025-02-09,7,1.65
HM000086,TIENDA010,2025-02-16,8,1.65
HM000087,TIENDA001,2024-12-29,1,1.55
HM000087,TIENDA001,2025-01-05,2,1.55
HM000087,TIENDA001,2025-01-12,3,1.55
HM000087,TIENDA001,2025-01-19,4,1.55
HM000087,TIENDA001,2025-01-26,5,1.55
HM000087,TIENDA001,2025-02-02,6,1.55
HM000087,TIENDA001,2025-02-09,7,1.55
HM000087,TIENDA001,2025-02-16,8,1.55
HM000087,TIENDA002,2024-12-29,1,1.36
HM000087,TIENDA002,2025-01-05,2,1.36
HM000087,TIENDA002,2025-01-12,3,1.36
HM000087,TIENDA002,2025-01-19,4,1.36
HM000087,TIENDA002,2025-01-26,5,1.36
HM000087,TIENDA002,2025-02-02,6,1.36
HM000087,TIENDA002,2025-02-09,7,1.36
HM000087,TIENDA002,2025-02-16,8,1.36
HM000087,TIENDA003,2024-12-29,1,0.56
HM000087,TIENDA003,2025-01-05,2,0.5
HM000087,TIENDA003,2025-01-12,3,0.51
HM000087,TIENDA003,2025-01-19,4,0.51
HM000087,TIENDA003,2025-01-26,5,0.51
HM000087,TIENDA003,2025-02-02,6,0.51
HM000087,TIENDA003,2025-02-09,7,0.51
HM000087,TIENDA003,2025-02-16,8,0.51
HM000087,TIENDA004,2024-12-29,1,1.15
HM000087,TIENDA004,2025-01-05,2,1.15
HM000087,TIENDA004,2025-01-12,3,1.15
HM000087,TIENDA004,2025-01-19,4,1.15
HM000087,TIENDA004,2025-01-26,5,1.15
HM000087,TIENDA004,2025-02-02,6,1.15
HM000087,TIENDA004,2025-02-09,7,1.15
HM000087,TIENDA004,2025-02-16,8,1.15
HM000087,TIENDA005,2024-12-29,1,1.31
HM000087,TIENDA005,2025-01-05,2,1.32
HM000087,TIENDA005,2025-01-12,3,1.32
HM000087,TIENDA005,2025-01-19,4,1.32
HM000087,TIENDA005,2025-01-26,5,1.32
HM000087,TIENDA005,2025-02-02,6,1.32
HM000087,TIENDA005,2025-02-09,7,1.32
HM000087,TIENDA005,2025-02-16,8,1.32
HM000087,TIENDA006,2024-12-29,1,1.05
HM000087,TIENDA006,2025-01-05,2,0.89
HM000087,TIENDA006,2025-01-12,3,0.91
HM000087,TIENDA006,2025-01-19,4,0.91
HM000087,TIENDA006,2025-01-26,5,0.91
HM000087,TIENDA006,2025-02-02,6,0.91
HM000087,TIENDA006,2025-02-09,7,0.91
HM000087,TIENDA006,2025-02-16,8,0.91
HM000087,TIENDA007,2024-12-29,1,1.9
HM000087,TIENDA007,2025-01-05,2,1.9
HM000087,TIENDA007,2025-01-12,3,1.9
HM000087,TIENDA007,2025-01-19,4,1.9
HM000087,TIENDA007,2025-01-26,5,1.9
HM000087,TIENDA007,2025-02-02,6,1.9
HM000087,TIENDA007,2025-02-09,7,1.9
HM000087,TIENDA007,2025-02-16,8,1.9
HM000087,TIENDA008,2024-12-29,1,1.51
HM000087,TIENDA008,2025-01-05,2,1.58
HM000087,TIENDA008,2025-01-12,3,1.59
HM000087,TIENDA008,2025-01-19,4,1.59
HM000087,TIENDA008,2025-01-26,5,1.59
HM000087,TIENDA008,2025-02-02,6,1.59
HM000087,TIENDA008,2025-02-09,7,1.59
HM000087,TIENDA008,2025-02-16,8,1.59
HM000087,TIENDA009,2024-12-29,1,1.6
HM000087,TIENDA009,2025-01-05,2,1.4
HM000087,TIENDA009,2025-01-12,3,1.38
HM000087,TIENDA009,2025-01-19,4,1.37
HM000087,TIENDA009,2025-01-26,5,1.37
HM000087,TIENDA009,2025-02-02,6,1.37
HM000087,TIENDA009,2025-02-09,7,1.37
HM000087,TIENDA009,2025-02-16,8,1.37
HM000087,TIENDA010,2024-12-29,1,1.66
HM000087,TIENDA010,2025-01-05,2,1.52
HM000087,TIENDA010,2025-01-12,3,1.54
HM000087,TIENDA010,2025-01-19,4,1.54
HM000087,TIENDA010,2025-01-26,5,1.54
HM000087,TIENDA010,2025-02-02,6,1.54
HM000087,TIENDA010,2025-02-09,7,1.54
HM000087,TIENDA010,2025-02-16,8,1.54
HM000088,TIENDA001,2024-12-29,1,1.33
HM000088,TIENDA001,2025-01-05,2,1.59
HM000088,TIENDA001,2025-01-12,3,1.65
HM000088,TIENDA001,2025-01-19,4,1.66
HM000088,TIENDA001,2025-01-26,5,1.67
HM000088,TIENDA001,2025-02-02,6,1.67
HM000088,TIENDA001,2025-02-09,7,1.67
HM000088,TIENDA001,2025-02-16,8,1.67
HM000088,TIENDA002,2024-12-29,1,1.68
HM000088,TIENDA002,2025-01-05,2,1.96
HM000088,TIENDA002,2025-01-12,3,1.88
HM000088,TIENDA002,2025-01-19,4,1.9
HM000088,TIENDA002,2025-01-26,5,1.89
HM000088,TIENDA002,2025-02-02,6,1.9
HM000088,TIENDA002,2025-02-09,7,1.9
HM000088,TIENDA002,2025-02-16,8,1.9
HM000088,TIENDA003,2024-12-29,1,1.78
HM000088,TIENDA003,2025-01-05,2,1.78
HM000088,TIENDA003,2025-01-12,3,1.78
HM000088,TIENDA003,2025-01-19,4,1.78
HM000088,TIENDA003,2025-01-26,5,1.78
HM000088,TIENDA003,2025-02-02,6,1.78
HM000088,TIENDA003,2025-02-09,7,1.78
HM000088,TIENDA003,2025-02-16,8,1.78
HM000088,TIENDA004,2024-12-29,1,1.8
HM000088,TIENDA004,2025-01-05,2,1.78
HM000088,TIENDA004,2025-01-12,3,1.78
HM000088,TIENDA004,2025-01-19,4,1.78
HM000088,TIENDA004,2025-01-26,5,1.78
HM000088,TIENDA004,2025-02-02,6,1.78
HM000088,TIENDA004,2025-02-09,7,1.78
HM000088,TIENDA004,2025-02-16,8,1.78
HM000088,TIENDA005,2024-12-29,1,2.0
HM000088,TIENDA005,2025-01-05,2,1.98
HM000088,TIENDA005,2025-01-12,3,1.98
HM000088,TIENDA005,2025-01-19,4,1.98
HM000088,TIENDA005,2025-01-26,5,1.98
HM000088,TIENDA005,2025-02-02,6,1.98
HM000088,TIENDA005,2025-02-09,7,1.98
HM000088,TIENDA005,2025-02-16,8,1.98
HM000088,TIENDA006,2024-12-29,1,1.57
HM000088,TIENDA006,2025-01-05,2,1.55
HM000088,TIENDA006,2025-01-12,3,1.55
HM000088,TIENDA006,2025-01-19,4,1.55
HM000088,TIENDA006,2025-01-26,5,1.55
HM000088,TIENDA006,2025-02-02,6,1.55
HM000088,TIENDA006,2025-02-09,7,1.55
HM000088,TIENDA006,2025-02-16,8,1.55
HM000088,TIENDA007,2024-12-29,1,1.89
HM000088,TIENDA007,2025-01-05,2,1.73
HM000088,TIENDA007,2025-01-12,3,1.7
HM000088,TIENDA007,2025-01-19,4,1.69
HM000088,TIENDA007,2025-01-26,5,1.69
HM000088,TIENDA007,2025-02-02,6,1.69
HM000088,TIENDA007,2025-02-09,7,1.69
HM000088,TIENDA007,2025-02-16,8,1.69
HM000088,TIENDA008,2024-12-29,1,1.91
HM000088,TIENDA008,2025-01-05,2,1.85
HM000088,TIENDA008,2025-01-12,3,1.84
HM000088,TIENDA008,2025-01-19,4,1.84
HM000088,TIENDA008,2025-01-26,5,1.84
HM000088,TIENDA008,2025-02-02,6,1.84
HM000088,TIENDA008,2025-02-09,7,1.84
HM000088,TIENDA008,2025-02-16,8,1.84
HM000088,TIENDA009,2024-12-29,1,1.3
HM000088,TIENDA009,2025-01-05,2,1.25
HM000088,TIENDA009,2025-01-12,3,1.25
HM000088,TIENDA009,2025-01-19,4,1.25
HM000088,TIENDA009,2025-01-26,5,1.25
HM000088,TIENDA009,2025-02-02,6,1.25
HM000088,TIENDA009,2025-02-09,7,1.25
HM000088,TIENDA009,2025-02-16,8,1.25
HM000088,TIENDA010,2024-12-29,1,1.76
HM000088,TIENDA010,2025-01-05,2,1.71
HM000088,TIENDA010,2025-01-12,3,1.71
HM000088,TIENDA010,2025-01-19,4,1.71
HM000088,TIENDA010,2025-01-26,5,1.71
HM000088,TIENDA010,2025-02-02,6,1.71
HM000088,TIENDA010,2025-02-09,7,1.71
HM000088,TIENDA010,2025-02-16,8,1.71
HM000089,TIENDA001,2024-12-29,1,2.08
HM000089,TIENDA001,2025-01-05,2,1.88
HM000089,TIENDA001,2025-01-12,3,1.85
HM000089,TIENDA001,2025-01-19,4,1.84
HM000089,TIENDA001,2025-01-26,5,1.84
HM000089,TIENDA001,2025-02-02,6,1.84
HM000089,TIENDA001,2025-02-09,7,1.84
HM000089,TIENDA001,2025-02-16,8,1.84
HM000089,TIENDA002,2024-12-29,1,1.91
HM000089,TIENDA002,2025-01-05,2,1.97
HM000089,TIENDA002,2025-01-12,3,1.95
HM000089,TIENDA002,2025-01-19,4,1.96
HM000089,TIENDA002,2025-01-26,5,1.96
HM000089,TIENDA002,2025-02-02,6,1.96
HM000089,TIENDA002,2025-02-09,7,1.96
HM000089,TIENDA002,2025-02-16,8,1.96
HM000089,TIENDA003,2024-12-29,1,1.76
HM000089,TIENDA003,2025-01-05,2,1.72
HM000089,TIENDA003,2025-01-12,3,1.72
HM000089,TIENDA003,2025-01-19,4,1.72
HM000089,TIENDA003,2025-01-26,5,1.72
HM000089,TIENDA003,2025-02-02,6,1.72
HM000089,TIENDA003,2025-02-09,7,1.72
HM000089,TIENDA003,2025-02-16,8,1.72
HM000089,TIENDA004,2024-12-29,1,1.38
HM000089,TIENDA004,2025-01-05,2,1.49
HM000089,TIENDA004,2025-01-12,3,1.47
HM000089,TIENDA004,2025-01-19,4,1.48
HM000089,TIENDA004,2025-01-26,5,1.48
HM000089,TIENDA004,2025-02-02,6,1.48
HM000089,TIENDA004,2025-02-09,7,1.48
HM000089,TIENDA004,2025-02-16,8,1.48
HM000089,TIENDA005,2024-12-29,1,1.32
HM000089,TIENDA005,2025-01-05,2,1.45
HM000089,TIENDA005,2025-01-12,3,1.46
HM000089,TIENDA005,2025-01-19,4,1.46
HM000089,TIENDA005,2025-01-26,5,1.46
HM000089,TIENDA005,2025-02-02,6,1.46
HM000089,TIENDA005,2025-02-09,7,1.46
HM000089,TIENDA005,2025-02-16,8,1.46
HM000089,TIENDA006,2024-12-29,1,1.71
HM000089,TIENDA006,2025-01-05,2,1.48
HM000089,TIENDA006,2025-01-12,3,1.57
HM000089,TIENDA006,2025-01-19,4,1.54
HM000089,TIENDA006,2025-01-26,5,1.55
HM000089,TIENDA006,2025-02-02,6,1.54
HM000089,TIENDA006,2025-02-09,7,1.55
HM000089,TIENDA006,2025-02-16,8,1.54
HM000089,TIENDA007,2024-12-29,1,1.43
HM000089,TIENDA007,2025-01-05,2,1.58
HM000089,TIENDA007,2025-01-12,3,1.61
HM000089,TIENDA007,2025-01-19,4,1.62
HM000089,TIENDA007,2025-01-26,5,1.63
HM000089,TIENDA007,2025-02-02,6,1.63
HM000089,TIENDA007,2025-02-09,7,1.63
HM000089,TIENDA007,2025-02-16,8,1.63
HM000089,TIENDA008,2024-12-29,1,1.54
HM000089,TIENDA008,2025-01-05,2,1.53
HM000089,TIENDA008,2025-01-12,3,1.53
HM000089,TIENDA008,2025-01-19,4,1.53
HM000089,TIENDA008,2025-01-26,5,1.53
HM000089,TIENDA008,2025-02-02,6,1.53
HM000089,TIENDA008,2025-02-09,7,1.53
HM000089,TIENDA008,2025-02-16,8,1.53
HM000089,TIENDA009,2024-12-29,1,1.44
HM000089,TIENDA009,2025-01-05,2,1.59
HM000089,TIENDA009,2025-01-12,3,1.61
HM000089,TIENDA009,2025-01-19,4,1.62
HM000089,TIENDA009,2025-01-26,5,1.62
HM000089,TIENDA009,2025-02-02,6,1.62
HM000089,TIENDA009,2025-02-09,7,1.62
HM000089,TIENDA009,2025-02-16,8,1.62
HM000089,TIENDA010,2024-12-29,1,1.77
HM000089,TIENDA010,2025-01-05,2,1.76
HM000089,TIENDA010,2025-01-12,3,1.76
HM000089,TIENDA010,2025-01-19,4,1.76
HM000089,TIENDA010,2025-01-26,5,1.76
HM000089,TIENDA010,2025-02-02,6,1.76
HM000089,TIENDA010,2025-02-09,7,1.76
HM000089,TIENDA010,2025-02-16,8,1.76
HM000090,TIENDA001,2024-12-29,1,1.67
HM000090,TIENDA001,2025-01-05,2,2.58
HM000090,TIENDA001,2025-01-12,3,2.19
HM000090,TIENDA001,2025-01-19,4,2.36
HM000090,TIENDA001,2025-01-26,5,2.29
HM000090,TIENDA001,2025-02-02,6,2.32
HM000090,TIENDA001,2025-02-09,7,2.3
HM000090,TIENDA001,2025-02-16,8,2.31
HM000090,TIENDA002,2024-12-29,1,0.9
HM000090,TIENDA002,2025-01-05,2,1.54
HM000090,TIENDA002,2025-01-12,3,1.28
HM000090,TIENDA002,2025-01-19,4,1.39
HM000090,TIENDA002,2025-01-26,5,1.34
HM000090,TIENDA002,2025-02-02,6,1.36
HM000090,TIENDA002,2025-02-09,7,1.35
HM000090,TIENDA002,2025-02-16,8,1.36
HM000090,TIENDA003,2024-12-29,1,1.53
HM000090,TIENDA003,2025-01-05,2,1.53
HM000090,TIENDA003,2025-01-12,3,1.53
HM000090,TIENDA003,2025-01-19,4,1.53
HM000090,TIENDA003,2025-01-26,5,1.53
HM000090,TIENDA003,2025-02-02,6,1.53
HM000090,TIENDA003,2025-02-09,7,1.53
HM000090,TIENDA003,2025-02-16,8,1.53
HM000090,TIENDA004,2024-12-29,1,1.71
HM000090,TIENDA004,2025-01-05,2,1.62
HM000090,TIENDA004,2025-01-12,3,1.63
HM000090,TIENDA004,2025-01-19,4,1.63
HM000090,TIENDA004,2025-01-26,5,1.63
HM000090,TIENDA004,2025-02-02,6,1.63
HM000090,TIENDA004,2025-02-09,7,1.63
HM000090,TIENDA004,2025-02-16,8,1.63
HM000090,TIENDA005,2024-12-29,1,2.02
HM000090,TIENDA005,2025-01-05,2,1.84
HM000090,TIENDA005,2025-01-12,3,1.8
HM000090,TIENDA005,2025-01-19,4,1.8
HM000090,TIENDA005,2025-01-26,5,1.79
HM000090,TIENDA005,2025-02-02,6,1.79
HM000090,TIENDA005,2025-02-09,7,1.79
HM000090,TIENDA005,2025-02-16,8,1.79
HM000090,TIENDA006,2024-12-29,1,1.7
HM000090,TIENDA006,2025-01-05,2,1.7
HM000090,TIENDA006,2025-01-12,3,1.7
HM000090,TIENDA006,2025-01-19,4,1.7
HM000090,TIENDA006,2025-01-26,5,1.7
HM000090,TIENDA006,2025-02-02,6,1.7
HM000090,TIENDA006,2025-02-09,7,1.7
HM000090,TIENDA006,2025-02-16,8,1.7
HM000090,TIENDA007,2024-12-29,1,1.55
HM000090,TIENDA007,2025-01-05,2,1.6
HM000090,TIENDA007,2025-01-12,3,1.61
HM000090,TIENDA007,2025-01-19,4,1.61
